703400,25506,ILIAMNA AIRPORT,US,AK,PAIL,59.749,-154.909,43.6,19730101,20201030
703406,26546,PORT ALSWORTH AIRPORT,US,AK,PALJ,60.204,-154.316,79.3,20050101,20201030
703406,99999,PORT ALSWORTH AIR,US,AK,PALJ,60.2,-154.317,85,19730101,20041231
703407,26553,SLEETMUTE AIRPORT,US,AK,PASL,61.717,-157.15,54.3,20060101,20201030
703407,99999,SLEETMUTE,US,AK,PASL,61.717,-157.15,54,19940314,20051231
703410,25507,HOMER AIRPORT,US,AK,PAHO,59.642,-151.491,19.5,19730101,20201030
703430,25402,MIDDLETON ISLAND METEOROLOGY RADAR SITE,US,AK,PAMD,59.433,-146.333,30.5,19450101,20201030
703430,25403,MIDDLETON ISLAND,US,AK,PAMD,59.433,-146.333,14,19771101,19991231
703430,99999,MIDDLETON ISLAND,US,AK,PAMD,59.433,-146.333,14,20000101,20041231
703431,25402,MIDDLETON ISLAND AUT,US,AK,PAMD,59.433,-146.333,14,19730105,19771121
703500,25501,KODIAK AIRPORT,US,AK,PADQ,57.751,-152.486,24.4,19450101,20201030
703570,99999,SITKINAK(USCG),US,AK,,56.55,-154.133,17,19730104,19790105
703600,99999,CAPE SAINT ELIAS,US,AK,,59.8,-144.6,18,19730101,19810424
703604,99999,HOMER,US,AK,,59.633,-151.467,26,19790316,20081231
703605,25604,PLATINUM AIRPORT,US,AK,PAPM,59.011,-161.82,4.6,20060323,20201030
703605,99999,PLATINUM,US,AK,PAPM,59,-161.817,5,19421001,20050927
703606,25629,TOGIAK AIRPORT,US,AK,PATG,59.067,-160.367,6.1,20060101,20201030
703606,99999,TOGIAK,US,AK,PATG,59.05,-160.383,6,19891201,20051231
703610,25339,YAKUTAT AIRPORT,US,AK,PAYA,59.512,-139.671,10.1,19410501,20201030
703615,99999,OCEAN CAPE (CGS),US,AK,,59.517,-139.767,3,19770610,19770610
703620,25335,SKAGWAY AIRPORT,US,AK,PAGY,59.456,-135.324,6.1,19431001,20201030
703621,25516,SELDOVIA AIRPORT,US,AK,PASO,59.443,-151.702,8.8,20060101,20201030
703621,99999,SELDOVIA ARPT,US,AK,PASO,59.45,-151.7,9,19980316,20051231
703625,99999,HAINES BOAT HARBOR,US,AK,,59.233,-135.433,10,19730719,19960429
703626,25323,HAINES,US,AK,PAHN,59.243,-135.509,4.6,19960613,20201030
703627,99999,PEDRO BAY,US,AK,,59.783,-154.133,14,20040702,20040928
703640,99999,ELDRED ROCK,US,AK,,58.967,-135.217,10,19730101,20010718
703644,27515,NUIQSUT AIRPORT,US,AK,PAQT,70.212,-151.002,17.4,20060101,20201030
703644,99999,NUIQSUT,US,AK,PAQT,70.2,-151,12,19990114,20051231
703650,25316,CAPE SPENCER,US,AK,KCSP,58.2,-136.633,27.1,19730101,19891011
703655,26552,HUSLIA AIRPORT,US,AK,PAHL,65.698,-156.351,54.9,20060101,20201030
703655,99999,HUSLIA,US,AK,PAHL,65.7,-156.633,65,20041228,20051231
703656,99999,QUINHAGAK AIRPORT,US,AK,PAQH,59.75,-161.833,13,20140211,20201029
703670,25322,GUSTAVUS,US,AK,PAGS,58.411,-135.709,12.2,19760801,20201030
703670,99999,GUSTAVUS,US,AK,PAGS,58.425,-135.707,10,20000101,20041231
703675,99999,SISTERS ISLAND,US,AK,SSR,58.167,-135.25,11,19730101,19840701
703710,25333,SITKA ROCKY GUTIERREZ ARPT,US,AK,PASI,57.048,-135.365,4.3,19730101,20201030
703715,99999,BIORKA ISLAND SAWRS,US,AK,,56.85,-135.533,15,19730101,19780829
703724,99999,WILLOW WEST,US,AK,,61.75,-150.05,63.4,19771203,19910124
703810,25309,JUNEAU INTERNATIONAL,US,AK,PAJN,58.357,-134.564,4.9,19730101,20201030
703815,99999,PT. RETREAT (AMOS),US,AK,,58.4,-134.95,15,19730101,19891011
703816,99999,FUNTER BAY SEAPLANE,US,AK,,58.25,-134.9,0,19740428,19960630
703817,25357,ELFIN COVE SEAPLANE BASE,US,AK,PAEL,58.192,-136.344,6.1,20060101,20201030
703817,99999,ELFIN COVE SEAPLANE,US,AK,PAEL,58.2,-136.35,0,19741219,20051231
703830,25310,ANGOON SEAPLANE BASE,US,AK,PAGN,57.499,-134.586,8.5,19730101,20201030
703835,25628,ST. GEORGE AIRPORT,US,AK,PAPB,56.6,-169.565,38.1,20060101,20201030
703835,99999,ST GEORGE,US,AK,PAPB,56.567,-169.65,38,19980226,20051231
703855,25369,KAKE AIRPORT,US,AK,PAFE,56.967,-133.9,52.4,20060101,20201030
703855,99999,KAKE,US,AK,PAFE,56.95,-133.9,52,19730101,20051231
703860,25329,JAMES A JOHNSON AIRPORT,US,AK,PAPG,56.806,-132.937,32.6,19730101,20201030
703860,99999,PETERSBURG,US,AK,PAPG,56.817,-132.967,0,20000101,20041231
703863,99999,FREDERICKS POINT,US,AK,,56.8,-132.817,3,19850618,19850618
703865,99999,LEVEL ISLAND,US,AK,,56.467,-133.1,30,19730901,19780329
703870,25338,WRANGELL AIRPORT,US,AK,PAWG,56.473,-132.387,17.1,20060101,20201030
703870,99999,WRANGELL,US,AK,PAWG,56.484,-132.37,13,19730101,20051231
703880,25315,CAPE DECISION,US,AK,KCDE,56,-134.133,14.9,19730101,19891011
703880,99999,CAPE DECISION(AMOS),US,AK,CDE,56,-134.133,14.9,20001201,20041123
703884,25376,HYDABURG SEAPLANE BASE,US,AK,PAHY,55.206,-132.828,0,20060101,20200805
703884,99999,HYDABURG SEAPLANE BA,US,AK,PAHY,55.2,-132.833,0,19781205,20051231
703885,99999,CAPE POLE SEAPLANE,US,AK,Z27,55.967,-133.8,1,19740318,19780801
703886,25348,PORT ALEXANDER SPB,US,AK,PAAP,56.247,-134.645,3.7,20060101,20151117
703886,99999,PORT ALEXANDER,US,AK,PAAP,56.247,-134.65,0,19790507,20051231
703888,111,SHAKTOOLIK AIRPORT,US,AK,PFSH,64.37,-161.224,7,20101101,20201030
703888,99999,SHAKTOOLIK AIRPORT,US,AK,PFSH,64.371,-161.224,7,20180107,20180322
703891,99999,ELIM AIRPORT,US,AK,PFEL,64.617,-162.267,49,20130731,20201029
703894,25367,KLAWOCK AIRPORT,US,AK,PAKW,55.58,-133.075,3.7,20000101,20201030
703894,99999,KLAWOCK,US,AK,PAKW,55.567,-133.067,24,19801015,19991231
703920,25317,CRAIG SEAPLANE,US,AK,CGA,55.483,-133.15,0,19730102,19740129
703920,99999,CRAIG SEAPLANE,US,AK,,55.483,-133.15,0,20020425,20020425
703925,112,KOLIGANEK AIRPORT,US,AK,PAJZ,59.733,-157.267,82.3,20070521,20201030
703925,99999,KOLIGANEK,US,AK,PAJZ,59.73,-157.26,82,20080101,20180322
703926,99999,AKHIOK,US,AK,PAKH,56.933,-154.183,13,20070521,20201029
703950,25325,KETCHIKAN INTL AIRPORT,US,AK,PAKT,55.35,-131.65,24.4,19730101,20201030
703980,25308,ANNETTE ISLAND AIRPORT,US,AK,PANT,55.039,-131.579,33.2,19410714,20191001
703985,25377,METLAKATLA SEAPLANE BASE,US,AK,PAMM,55.131,-131.578,0,20060101,20201030
703985,99999,METLAKATLA SEAPLANE,US,AK,PAMM,55.133,-131.583,0,19980226,20051231
704090,45709,ATTU,US,AK,,52.833,173.183,21,19430607,19871020
704140,45715,EARECKSON AIR STATION AIRPORT,US,AK,PASY,52.717,174.1,37.2,20050101,20201030
704140,99999,EARECKSON AS,US,AK,PASY,52.717,174.1,31,19430621,20041231
704540,25704,ADAK NAS,US,AK,PADK,51.883,-176.65,5.2,19421030,20201030
704540,99999,ADAK (NAS),US,AK,PADK,51.883,-176.65,5,20000101,20031231
704545,99999,AMCHITKA ISLAND,US,AK,,51.383,179.267,69,19430131,19931001
704820,25626,NIKOLSKI,US,AK,,52.95,-168.85,21,19420910,19940514
704851,99999,UMNAK (FORT GLEN),US,AK,,53.367,-167.9,39,19420226,19501123
704890,25616,DUTCH HARBOR AIRPORT,US,AK,PADU,53.895,-166.543,3.1,20081124,20201030
704890,99999,DUTCH HARBOR,US,AK,PADU,53.9,-166.55,4,19460101,20081123
704891,99999,NORTH ROCK HARBOR,US,AK,,53.883,-166.533,4,19760801,19761018
704895,99999,CAPE SARICHEF ARPT,US,AK,,54.6,-164.933,9,19730104,19800802
704896,25625,PORT MOLLER,US,AK,KPML,56,-160.517,321,19590626,19740306
704897,25515,DRIFTWOOD BAY,US,AK,KDFB,53.967,-166.85,395.9,19730207,19731224
704898,113,ROBERT (BOB) CURTIS MEMORIAL AIRPORT,US,AK,PFNO,66.818,-161.022,17.1,20110525,20201030
704898,99999,REBERT (BOB) CURTIS MEMORIAL ARPT,US,AK,PFNO,66.818,-161.022,16.8,19730103,19910124
713407,99999,SLEETMUTE,US,AK,SLQ,61.717,-157.15,54,19940103,19940404
720382,123,ST MICHAEL AIRPORT,US,AK,PAMK,63.49,-162.11,28,20060501,20201030
720382,99999,ST MICHAEL,US,AK,PAMK,63.49,-162.11,28,20080101,20180513
722162,26554,MERRILL PASS WEST,US,AK,PAER,61.267,-153.8,356.6,20060101,20140616
722162,99999,MERRILL PASS WEST,US,AK,,61.25,-153.817,358,20040525,20041231
722163,99999,PROSPECT CREEK,US,AK,,66.817,-150.65,335,20040601,20081223
722592,99999,ANCHORAGE(WFO),US,AK,,61.15,-149.983,40,20140924,20201029
749200,99999,CHUGINADAK ISLAND SW,US,AK,,52.833,-169.833,24,19430701,19440611
749203,99999,KAVALGA ISLAND,US,AK,,51.55,-178.8,15,19430228,19440816
749204,99999,FINCH POINT,US,AK,,52.383,-172.417,19,19430401,19450923
749205,99999,ATKA ALASKA,US,AK,ATK,52.216,-174.2,11,19440208,19491119
749219,99999,KALTAG ALASKA,US,AK,KAL,64.3,-158.716,48,19430701,19450927
749220,99999,EMERALD ISLAND SW,US,AK,,64.9,-154.667,56,19430713,19460701
749221,99999,FIRE ISLAND,US,AK,,61.15,-150.233,15,19480128,19480411
749222,99999,WISEMAN ALASKA WB,US,AK,WSM,67.433,-150.216,393,19450101,19480701
749224,99999,KOYUK ALASKA,US,AK,KKA,64.866,-161.1,13,19430501,19450914
749225,99999,QUARTZCREEK/KOUGAROK,US,AK,,65.533,-164.2,76,19430914,19431101
749226,99999,BREVIG AIRPORT NE,US,AK,,65.45,-165.767,36,19440401,19450825
749228,99999,LAVA LAKE,US,AK,,65.583,-163.833,170,19450401,19451122
749229,99999,HUGGINS ISLAND,US,AK,,65.9,-154.667,56,19460101,19460925
749230,393,TELLER AIRPORT,US,AK,PATE,65.233,-166.35,89,20090201,20201030
749230,99999,TELLER AIRPORT,US,AK,PATE,65.233,-166.35,90,19430801,20180515
749231,99999,ST. MATTHEW ISLAND,US,AK,,60.35,-172.7,29,19421008,19451014
749392,99999,KISKA ISLAND,US,AK,,51.983,177.55,91,19430905,19451020
749393,99999,COOPER ISLANDS WEST,US,AK,,52.917,173.167,14,19430812,19431031
749394,99999,AMCHITKA ISLAND N,US,AK,,51.65,178.667,307,19430422,19431008
749395,99999,BULDIR ISLAND,US,AK,,52.175,175.967,15,19431016,19450814
749396,99999,SEMISOPOCHNOI ISLAND,US,AK,,51.917,179.583,30,19440229,19440930
994660,99999,POTATO POINT,US,AK,,61.06,-146.7,7,20020219,20201029
994670,99999,MIDDLE ROCK LIGHT,US,AK,,61.08,-146.66,0,20020219,20201029
994680,99999,BLIGH REEF LIGHT,US,AK,,60.84,-146.88,0,20020219,20201029
994690,99999,DRIFT RIVER TERMINAL,US,AK,,60.55,-152.14,15.9,20020219,20190407
994700,99999,AUGUSTINE ISLAND,US,AK,,59.38,-153.35,9.1,20020703,20201029
994720,99999,FLAT ISLAND LIGHT,US,AK,,59.33,-151.99,17.9,20040608,20201029
997078,99999,LITTLE PORT WALTER,US,AK,,56.388,-134.637,2.5,20130101,20141231
997171,99999,SITKA,US,AK,,57.052,-135.342,1,20130101,20201029
997175,99999,PORT MOLLER,US,AK,,66.986,-160.574,12,20130101,20141231
997176,99999,HOMER SPIT,US,AK,,59.602,-151.417,15,20130101,20201029
997177,99999,ICY BAY,US,AK,,59.923,-141.359,15,20130101,20201029
997178,99999,MARMION ISLAND,US,AK,,58.198,-134.257,3,20130101,20201029
997179,99999,MARY ISLAND,US,AK,,55.099,-131.182,4,20130101,20201029
997380,99999,ADAK ISLAND,US,AK,,51.87,-176.63,7,20080101,20201029
997381,99999,ANCHORAGE,US,AK,,61.23,-149.88,3,20080101,20201029
997382,99999,NIKISKI AK,US,AK,,60.68,-151.4,8,20080101,20201029
997383,99999,NOME NORTON SOUND,US,AK,,64.5,-165.42,8,20080101,20201029
997386,99999,PRUDHOE BAY,US,AK,,70.4,-148.52,5,20080101,20201029
997704,99999,RED DOG DOCK,US,AK,,67.57,-164.65,3,20080101,20201029
997788,99999,CAPE DECISION,US,AK,,56,-134.133,17,20080101,20201029
997789,99999,ELDRED ROCK,US,AK,,58.967,-135.217,19,20080103,20201029
997796,99999,POINT BISHOP,US,AK,,58.2,-134.133,5,20080101,20201029
997797,99999,POINT RETREAT,US,AK,,58.4,-134.95,32,20080101,20201029
997798,99999,SOUTH DOUGLAS,US,AK,,58.267,-134.433,4,20080101,20201029
997799,99999,SISTERS ISLAND,US,AK,,58.167,-135.25,51,20080129,20201029
997804,99999,CAPE SPENCER,US,AK,,58.2,-136.633,26,20080101,20201029
997813,99999,SW BERING SEA,US,AK,,55,175.283,3,20080101,20081231
997814,99999,SHELIKOF STRAIT,US,AK,,57.917,-154.25,3,20080101,20180425
998157,99999,DATA BUOY 46076,US,AK,,59.5,-148,5,20080724,20180425
998158,99999,DATA BUOY 46085,US,AK,,55.85,-142.55,5,20080724,20180425
998167,99999,KACHEMAK BAY RESERVE,US,AK,,59.6,-151.417,10,20080101,20201029
998172,99999,LINCOLN ROCK,US,AK,,56.05,-132.7,12,20100101,20201029
998178,99999,BARTLET COVE,US,AK,,58.45,-135.883,5,20080115,20201029
998198,99999,SELDOVIA,US,AK,,59.433,-151.717,0,20080721,20201029
998206,99999,ELFIN COVE,US,AK,,58.183,-136.333,0,20080811,20201029
998221,99999,ALITAK,US,AK,,56.9,-154.25,0,20081022,20201029
998224,99999,ATKA,US,AK,,52.233,-174.167,0,20081022,20201029
998243,99999,SAND POINT,US,AK,,55.333,-160.5,10,20100101,20201029
998254,99999,KING COVE,US,AK,,55.067,-162.333,5,20100101,20201029
998258,99999,KETCHIKAN,US,AK,,55.333,-131.625,3,20100101,20201029
998259,99999,SKAGWAY,US,AK,,59.45,-135.318,3,20100101,20201029
998261,99999,JUNEAU,US,AK,,58.298,-134.412,3,20100101,20201029
998268,99999,TENAKEE SPRINGS,US,AK,,57.783,-135.217,5,20100315,20201029
998271,99999,VALDEZ,US,AK,,61.133,-146.367,3,20100101,20201029
998341,99999,PORT ALEXANDER,US,AK,,56.247,-134.647,7,20100101,20201029
998425,99999,CORDOVA,US,AK,,60.557,-145.755,12.5,20100729,20201029
998427,99999,KODIAK ISLAND,US,AK,,57.73,-152.514,6.7,20100729,20201029
998429,99999,NOKOLSKI,US,AK,,52.941,-168.871,5,20100821,20201029
998430,99999,SEWARD,US,AK,,60.12,-149.427,4.7,20100729,20201029
998431,99999,UNALASKA,US,AK,,53.879,-166.54,5.7,20100729,20201029
998432,99999,YAKUTAT,US,AK,,59.548,-139.733,13.6,20100729,20201029
999999,23583,ALEKNAGIK 1 NNE,US,AK,,59.284,-158.615,24.4,20191009,20201030
999999,25309,JUNEAU MUNICIPAL ARPT,US,AK,PAJN,58.357,-134.564,7.3,19480701,19721231
999999,25310,ANGOON,US,AK,PAGN,57.499,-134.586,0,19480724,19480901
999999,25315,CAPE DECISION,US,AK,CDE,56,-134.133,14.9,19480701,19480901
999999,25316,CAPE SPENCER,US,AK,CSP,58.2,-136.633,27.1,19480701,19480901
999999,25317,CRAIG,US,AK,CGA,55.483,-133.15,4,19480701,19480901
999999,25322,GUSTAVUS,US,AK,PAGS,58.411,-135.709,9.1,19490101,19680701
999999,25323,HAINES,US,AK,PAHN,59.243,-135.509,4.9,19480701,19530831
999999,25325,KETCHIKAN TONGASS,US,AK,PAKT,55.357,-131.712,29.3,19480701,19480831
999999,25329,PETERSBURG,US,AK,PAPG,56.806,-132.937,32.6,19480701,19560430
999999,25333,SITKA JAPONSKI AP,US,AK,PASI,57.048,-135.365,20.4,19480701,19710201
999999,25339,YAKUTAT STATE AP,US,AK,PAYA,59.512,-139.671,9.4,19490101,19721231
999999,25379,SITKA 1 NE,US,AK,,57.057,-135.327,23.8,20050815,20201030
999999,25380,GUSTAVUS 2 NE,US,AK,,58.429,-135.69,6.1,20120719,20201030
999999,25381,METLAKATLA 6 S,US,AK,,55.046,-131.588,32,20120726,20201030
999999,25382,YAKUTAT 3 SSE,US,AK,,59.509,-139.685,7.9,20160827,20201030
999999,25403,MIDDLETON ISLAND AUT,US,AK,PAMD,59.45,-146.317,36.9,19590101,19630701
999999,25506,ILIAMNA ARPT,US,AK,PAIL,59.749,-154.909,48.8,19480701,19710131
999999,25507,HOMER MUNICIPAL ARPT,US,AK,PAHO,59.642,-151.491,22.3,19480701,19721231
999999,25515,DRIFTWOOD BAY,US,AK,DFB,53.967,-166.85,395.9,19590630,19690601
999999,25522,KING SALMON 42 SE,US,AK,,58.208,-155.923,201.5,20120815,20201030
999999,25624,COLD BAY ARPT,US,AK,PACD,55.221,-162.733,31.4,19550701,19721231
999999,25630,SAND POINT 1 ENE,US,AK,,55.347,-160.466,73.2,20090820,20201030
999999,25701,ADAK DAVIS AFB,US,AK,,51.883,-176.65,4.9,19490101,19500701
999999,25709,ASI TANAGA ISLAND NS,US,AK,,51.75,-178.033,45.1,19470201,19490316
999999,25711,ST. PAUL 4 NE,US,AK,,57.158,-170.212,6.1,20050807,20201030
999999,26401,ANCHORAGE ELMENDORF AFB,US,AK,PAED,61.253,-149.794,64.9,20040702,20051231
999999,26403,LADD AAB,US,AK,FBK,64.85,-147.583,148.1,19490101,19601101
999999,26413,FORT YUKON,US,AK,PFYU,66.567,-145.267,138.4,19480701,19630930
999999,26414,SUMMIT AIRPORT,US,AK,PAST,63.331,-149.127,734.3,19480701,20041231
999999,26416,BOUNDARY,US,AK,BYA,64.067,-141.117,793.1,19480701,19480901
999999,26417,CAPE HINCHINBROOK,US,AK,CHB,60.233,-146.65,56.1,19640701,19731231
999999,26418,CENTRAL NO 2,US,AK,PACE,65.567,-144.765,284.1,19480701,19480901
999999,26422,EAGLE AIRPORT,US,AK,PAEG,64.777,-141.148,273.7,19980202,20051231
999999,26435,NENANA MUNICIPAL AP,US,AK,PANN,64.55,-149.072,110.3,19490101,19710201
999999,26436,NORTH DUTCH ISLAND C,US,AK,NDI,60.767,-147.8,11.9,19480701,19510914
999999,26437,PORTAGE,US,AK,,60.85,-148.983,11,19480701,19480901
999999,26439,SHEEP MOUNTAIN,US,AK,PASP,61.812,-147.507,835.2,19490101,20041231
999999,26442,VALDEZ WSO,US,AK,PAVW,61.13,-146.352,11.3,19670702,19721231
999999,26445,YAKATAGA AP,US,AK,PAWS,61.572,-149.54,107.9,19480701,19680523
999999,26451,ANCHORAGE INTL AP,US,AK,PANC,61.169,-150.028,40.2,19531101,19721231
999999,26452,ELMENDORF 2 AFB,US,AK,,61.25,-149.8,63.1,19531022,19560413
999999,26455,HUMPHREY POINT BAR A,US,AK,,69.917,-142.333,7,19580401,19630901
999999,26457,CAMDEN BAY,US,AK,,69.983,-144.833,3,19580324,19630801
999999,26458,GERSTLE RIVER,US,AK,,63.85,-144.983,4.9,19691130,19700917
999999,26494,FAIRBANKS 11 NE,US,AK,,64.974,-147.51,347.5,20020809,20201030
999999,26510,MCGRATH ARPT,US,AK,PAMC,62.957,-155.61,103,19480703,19721231
999999,26512,MINCHUMINA,US,AK,PAMH,63.886,-152.302,214,19480701,19690501
999999,26513,SHUNGNAK CAA,US,AK,SHG,66.9,-157.033,42.1,19480709,19500915
999999,26514,SKWENTNA,US,AK,PASW,61.977,-151.217,45.1,19480731,19590217
999999,26516,ANIAK AIRPORT,US,AK,PANI,61.583,-159.533,25.9,19480701,19710131
999999,26517,BETTLES CAA,US,AK,,66.9,-151.717,260.9,19480701,19510501
999999,26519,FAREWELL FAA AP,US,AK,PAFK,62.517,-153.883,458.1,19480701,19710201
999999,26523,KENAI MUNICIPAL AP,US,AK,PAEN,60.58,-151.239,28,19480701,19710201
999999,26526,PUNTILLA LAKE,US,AK,KPTI,62.091,-152.735,566.3,20040702,20051231
999999,26528,TALKEETNA STATE ARPT,US,AK,PATK,62.32,-150.095,108.5,19480701,19721231
999999,26529,TANANA RALPH M CALHOUN MEM AP,US,AK,PATA,65.175,-152.107,67.1,19480701,19710311
999999,26533,BETTLES FIELD,US,AK,PABT,66.54,-151.31,196,19520101,19721231
999999,26539,FIVE MILE CAMP,US,AK,,66.083,-150,134.1,19741101,19751101
999999,26540,OLD MAN,US,AK,,67.45,-150.583,11,19741101,19751101
999999,26547,HAYES RIVER,US,AK,,61.983,-152.083,305.1,20050601,20051231
999999,26562,PORT ALSWORTH 1 SW,US,AK,,60.195,-154.32,97.8,20090925,20201030
999999,26563,KENAI 29 ENE,US,AK,,60.724,-150.448,86,20100830,20201030
999999,26564,IVOTUK 1 NNE,US,AK,,68.485,-155.751,581.9,20140618,20201030
999999,26565,DEADHORSE 3 S,US,AK,,70.162,-148.464,9.1,20140627,20201030
999999,26616,KOTZEBUE RALPH WEIN MEMORIAL,US,AK,PAOT,66.867,-162.633,4.9,19450101,19721231
999999,26617,NOME MUNICIPAL ARPT,US,AK,PAOM,64.511,-165.44,6.7,19470101,19721231
999999,26618,WALES,US,AK,KWAA,65.617,-168.05,2.7,19560802,19580517
999999,26619,CANDLE,US,AK,CDL,65.933,-161.917,7,19480701,19480901
999999,26627,UNALAKLEET FIELD,US,AK,PAUN,63.883,-160.8,6.1,19480701,19721231
999999,26637,CAPE BEAUFORT LIZ A,US,AK,,69.033,-163.783,14.9,19571014,19630824
999999,26638,POINT LAY LIZ 2,US,AK,PIZ,69.733,-163.017,6.1,19570801,19721231
999999,26655,RED DOG MINE 3 SSW,US,AK,,68.028,-162.921,287.1,20100825,20201030
999999,26656,BETHEL 87 WNW,US,AK,,61.347,-164.077,46.6,20180817,20201030
999999,26703,GAMBELL,US,AK,PAGM,63.767,-171.733,7.9,19480701,19530701
999999,27301,MCINTYRE POW C,US,AK,,70.4,-148.7,4.9,19580301,19630701
999999,27403,OLIKTOK POW 2,US,AK,OLI,70.5,-149.883,4.9,19570809,19721231
999999,27404,FLAXMAN ISLAND POW 3,US,AK,,70.167,-146.833,7,19570815,19710701
999999,27405,PRUDHOE BAY,US,AK,PAUD,70.25,-148.333,14,19680701,19721231
999999,27503,WAINWRIGHT AIRPORT,US,AK,PAWI,70.639,-159.995,9.1,19480701,20051231
999999,27506,BARROW POINT BARROW,US,AK,PBA,71.333,-156.65,6.1,19590826,19710101
999999,27507,PEARD BAY LIZ C,US,AK,,70.8,-158.25,28,19570801,19630701
999999,27508,WAINWRIGHT LIZ 3,US,AK,PAWI,70.617,-159.85,27.1,19570802,19721231
999999,27510,CAPE SIMPSON POW A,US,AK,,71.05,-154.75,3,19571101,19630903
999999,27511,KOGRU RIVER POW B,US,AK,,71.583,-152.167,9.1,19580101,19630904
999999,27512,LONELY,US,AK,LNI,70.917,-153.25,9.1,19570726,19721231
999999,27516,UTQIAĠVIK FORMERLY BARROW 4 ENE,US,AK,,71.321,-156.611,4.6,20020808,20201030
999999,27601,ICY CAPE LIZ B,US,AK,,70.367,-161.75,14.9,19571101,19630828
999999,45708,SHEMYA ISLAND,US,AK,,52.717,174.1,39.9,19490101,19551201
999999,45709,ATTU NS,US,AK,ATU,52.8,173.167,28,19470101,19580625
999999,45714,SHEMYA ISLAND,US,AK,,52.717,174.1,34.1,19580628,19590901
999999,45715,SHEMYA AFB,US,AK,PASY,52.717,-174.1,29.6,19590901,20041231
999999,56401,GLENNALLEN 64 N,US,AK,,63.03,-145.5,813.5,20130809,20201030
999999,96404,TOK 70 SE,US,AK,,62.737,-141.208,609.6,20110924,20201030
999999,96405,CORDOVA 14 ESE,US,AK,,60.473,-145.354,25.3,20170727,20201030
999999,96406,RUBY 44 ESE,US,AK,,64.502,-154.13,78.9,20140828,20201030
999999,96407,SELAWIK 28 E,US,AK,,66.562,-159.004,6.7,20150813,20201030
999999,96408,DENALI 27 N,US,AK,,63.452,-150.875,678.2,20150819,20201030
999999,96409,TOOLIK LAKE 5 ENE,US,AK,,68.648,-149.399,750.1,20170822,20201030
A00032,25715,ATKA AIRPORT,US,AK,PAAK,52.22,-174.206,17.1,20060101,20201030
